Episodio,Passos,Recompensa,Sucesso
1317,20,8.1,1
1318,20,8.1,1
1319,18,8.3,1
1320,20,8.1,1
1321,18,8.3,1
1322,18,8.3,1
1323,18,8.3,1
1324,18,8.3,1
1325,23,7.8,1
1326,18,8.3,1
1327,18,8.3,1
1328,21,8.0,1
1329,18,8.3,1
1330,20,8.1,1
1331,22,7.9,1
1332,22,7.9,1
1333,23,7.8,1
1334,18,8.3,1
1335,18,8.3,1
1336,20,8.1,1
1337,20,8.1,1
1338,18,8.3,1
1339,18,8.3,1
1340,18,8.3,1
1341,20,8.1,1
1342,25,7.6,1
1343,20,8.1,1
1344,22,7.9,1
1345,23,7.8,1
1346,20,8.1,1
1347,19,8.2,1
1348,21,8.0,1
1349,18,8.3,1
1350,20,8.1,1
